Département;Bassin de formation;Rue;Secteur;Nom;Voie;Lieu-dit;Boite postale;Code postal;Commune;Téléphone;Fax;Adresse électronique;Site internet;Responsable;Nombre d'étudiants
Drôme;DROME ARDECHE CENTRE;0260035X;Public;LYCEE GENERAL CAMILLE VERNET;160 rue FAVENTINES ;;BP2137;26021;VALENCE;0475421155;0475556014;ce.0260035X@ac-grenoble.fr;https://camille-vernet.ent.auvergnerhonealpes.fr;"LE PROVISEUR : MME DEMARGER SANDRINE
LE PROVISEUR ADJOINT : M. BERCEAUX ROMAIN
LE GESTIONNAIRE : M. SELEK NICOLAS
L AGENT COMPTABLE : M. SELEK NICOLAS";-8935
Drôme;DROME ARDECHE CENTRE;0260034W;Public;LYCEE GENERAL EMILE LOUBET;2 rue du Lycée ;;BP2114;26021;VALENCE;0475561414;0475565172;ce.0260034W@ac-grenoble.fr;https://emile-loubet.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : MME TURIAS-SALA MARTINE
LE PROVISEUR ADJOINT : MME CISONNI LAURE
LE GESTIONNAIRE : M. CHABAL VINCENT
L AGENT COMPTABLE : M. CHABAL VINCENT";-8990,6
Drôme;DROME ARDECHE CENTRE;0260069J;Privé sous-contrat;LYCEE GENERAL PRIVE NOTRE DAME;91 rue Montplaisir ;;BP838;26008;VALENCE;0475821360;0475821364;ce.0260069J@ac-grenoble.fr;http://www.ind-valence.fr;"LE DIRECTEUR : M. BERGER JACQUES
LE DIRECTEUR ADJOINT : M. MAILLE FRANCK";-9046,2
Drôme;DROME ARDECHE CENTRE;0260071L;Privé sous-contrat;LYCEE GENERAL PRIVE SAINT VICTOR;3 rue de la Cécile ;;;26000;VALENCE;0475441270;0475401772;ce.0260071L@ac-grenoble.fr;http://www.saintvictor26.com;"LE DIRECTEUR : M. MIGUET FREDERIC
LE DIRECTEUR ADJOINT : M. MICHELAS MIKAEL";-9101,8
Drôme;DROME ARDECHE CENTRE;0261139X;Privé sous-contrat;LYCEE PROF PRIVE DES METIERS MONTPLAISIR;75 rue MONTPLAISIR ;;BP80034;26902;VALENCE;0475821818;;ce.0261139X@ac-grenoble.fr;http://www.ensemble-montplaisir.org;LE DIRECTEUR : MME BOFFARD ISABELLE;-9157,4
Drôme;DROME ARDECHE CENTRE;0260037Z;Public;LYCEE PROFESSIONNEL VICTOR HUGO;442 avenue Victor Hugo ;;BP2130;26021;VALENCE;0475419040;0475416743;ce.0260037Z@ac-grenoble.fr;https://victor-hugo.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. CALATRABA LAURENT
LE PROVISEUR ADJOINT : MME FARINES AGNES
LE GESTIONNAIRE : MME VIAL-COQUIN ALEXANDRA
L AGENT COMPTABLE : M. CHABAL VINCENT";-9213
﻿Drôme;DROME ARDECHE CENTRE;0260082Y;Privé sous-contrat;LYCEE PROFESSIONNEL PRIVE LA PROVIDENCE;14 rue Chalamet ;;;26000;VALENCE;0475781560;;ce.0260082Y@ac-grenoble.fr;http://www.steanne-laprovidence.fr;"LE DIRECTEUR : M. BERGER JACQUES
LE DIRECTEUR ADJOINT : MME ROUMEAS CLAUDINE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME JANVIER THI HOA KHOI";-9268,6
Drôme;DROME ARDECHE CENTRE;0261008E;Public;SEGPA CLG MARCEL PAGNOL;75 rue HENRI BECQUEREL ;;;26000;VALENCE;0475824390;0475562177;ce.0260978x@ac-grenoble.fr;http://ac-grenoble.fr/college/pagnol.valence;"LE PRINCIPAL : MME NARCISSE AUDIGIER-FLORENCE
LE PRINCIPAL ADJOINT : MME TROUILLET VIRGINIE
LE GESTIONNAIRE : MME MAGNET SYLVIE
L AGENT COMPTABLE : M. COLLET FABIEN";-9324,2
Haute-Savoie;CHABLAIS;0740001Z;Public;COLLEGE DU VAL D'ABONDANCE;68 rue d'Offaz ;;;74360;ABONDANCE;0450730180;0450730268;ce.0740001Z@ac-grenoble.fr;https://valdabondance.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. BARNOUD MICHEL
LE GESTIONNAIRE : MME TORRES NATHALIE
L AGENT COMPTABLE : M. DESCAMPS HUGUES";-9379,8
Haute-Savoie;CHABLAIS;0741442R;Privé sous-contrat;COLLEGE PRIVE SAINTE CROIX DES NEIGES;32 route DE CHARMY L'ADROIT ;;;74360;ABONDANCE;0450730120;;ce.0741442R@ac-grenoble.fr;http://www.sainte-croix-des-neiges.fr;LE DIRECTEUR : M. SALAUN XAVIER;-9435,4
Haute-Savoie;CHABLAIS;0741443S;Privé sous-contrat;LYCEE GENERAL PRIVE SAINTE CROIX DES NEIGES;32 route DE CHARMY L'ADROIT ;;;74360;ABONDANCE;0450730120;;ce.0741443S@ac-grenoble.fr;http://www.sainte-croix-des-neiges.fr;LE DIRECTEUR : M. SALAUN XAVIER;-9491
Haute-Savoie;ALBANAIS ANNECIEN;0740002A;Public;COLLEGE RENE LONG;223 allée du Collège ;;;74540;ALBY-SUR-CHERAN;0450681021;0450681845;ce.0740002A@ac-grenoble.fr;https://renelong-albysurcheran.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. GILLE PIERRE
LE PRINCIPAL ADJOINT : MME BOINON CHRISTELLE
LE GESTIONNAIRE : M. SALMERON GREGORY
L AGENT COMPTABLE : MME BEDDIAR NICOLE";-9546,6
Haute-Savoie;ALBANAIS ANNECIEN;0740274W;Public;COLLEGE BEAUREGARD;39 avenue BEAUREGARD ;CRAN-GEVRIER            ;;74960;ANNECY;0450576011;0450460409;ce.0740274W@ac-grenoble.fr;http://www.ac-grenoble.fr/college/beauregard.crangevrier;"LE PRINCIPAL : M. CASE SAMUEL
LE PRINCIPAL ADJOINT : MME BOVAGNET PASCAL MYRIAM
LE GESTIONNAIRE : M. ACCARDO SEBASTIEN
L AGENT COMPTABLE : M. GONZALEZ DIDIER";-9602,2
﻿Haute-Savoie;ALBANAIS ANNECIEN;0740071A;Public;COLLEGE EVIRE;9 rue Des Martyrs De La Déportat ;;BP339;74940;ANNECY;0450237606;0450232138;ce.0740071A@ac-grenoble.fr;https://evire-annecy.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : MME BUER PATRICIA
LE PRINCIPAL ADJOINT : MME SILETTI VERONIQUE
LE GESTIONNAIRE : MME BERNO PATRICIA
L AGENT COMPTABLE : MME BEAUCAIRE LAURENCE";-9657,8
Haute-Savoie;ALBANAIS ANNECIEN;0741096P;Public;COLLEGE JACQUES PREVERT;4 rue De L'Hopital ;MEYTHET                 ;BP1001;74960;ANNECY;0450220035;0450223307;ce.0741096P@ac-grenoble.fr;https://jacquesprevert-annecy.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. GIRAUD FRANCOIS
LE PRINCIPAL ADJOINT : MME ROYER NATHALIE
LE GESTIONNAIRE : MME SARFATI SANDRINE
L AGENT COMPTABLE : M. GONZALEZ DIDIER";-9713,4
Haute-Savoie;ALBANAIS ANNECIEN;0741117M;Public;COLLEGE LE SEMNOZ;16 avenue JEAN CLERC ;SEYNOD                  ;;74600;ANNECY;0450691338;0450522888;ce.0741117M@ac-grenoble.fr;https://college-le-semnoz-annecy.web.ac-grenoble.fr/;"LE PRINCIPAL : MME HAUTECOUVERTURE MARYLINE
LE PRINCIPAL ADJOINT : MME GILLET JUSTINE
LE GESTIONNAIRE : MME BATH SANDRA
L AGENT COMPTABLE : M. GONZALEZ DIDIER";-9769
Haute-Savoie;ALBANAIS ANNECIEN;0740065U;Public;COLLEGE LES BALMETTES;8 faubourg DES BALMETTES ;;BP243;74006;ANNECY;0450100800;0450100809;ce.0740065U@ac-grenoble.fr;https://lesbalmettes-annecy.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. MEISTERMANN TONY
LE PRINCIPAL ADJOINT : M. LEFEVRE CHRISTOPHE
LE GESTIONNAIRE : M. SLIMANI HAMID
L AGENT COMPTABLE : M. MUGNIER YVES";-9824,6
Haute-Savoie;ALBANAIS ANNECIEN;0740930J;Public;COLLEGE LES BARATTES;5 avenue DE MONTFLEURY ;ANNECY LE VIEUX         ;;74940;ANNECY;0450231126;0450098053;ce.0740930J@ac-grenoble.fr;https://lesbarattes-annecy.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. BRUYAS LAURENT
LE PRINCIPAL ADJOINT : MME WADOUX LARA
LE GESTIONNAIRE : MME PLANCOULAINE LISE
L AGENT COMPTABLE : MME BEAUCAIRE LAURENCE";-9880,2
Haute-Savoie;ALBANAIS ANNECIEN;0740929H;Public;COLLEGE RAOUL BLANCHARD;14 rue PRESIDENT FAVRE ;;BP309;74008;ANNECY;0450454574;0450456824;ce.0740929H@ac-grenoble.fr;http://www.raloulblanchard.fr;"LE PRINCIPAL : MME QUIBLIER SYLVIE
LE PRINCIPAL ADJOINT : MME GIRAUDO ELODIE
LE GESTIONNAIRE : M. ARNAUD SEBASTIEN
L AGENT COMPTABLE : M. MUGNIER YVES";
Haute-Savoie;ALBANAIS ANNECIEN;0740124H;Privé sous-contrat;COLLEGE PRIVE LA SALLE ANNECY - PRINGY;190 chemin de Gräfenberg ;PRINGY                  ;BP36;74370;ANNECY;0450272014;0450273134;ce.0740124H@ac-grenoble.fr;https://www.lasalleannecy.fr;"LE DIRECTEUR : M. MARION JEAN PIERRE
LE DIRECTEUR ADJOINT : M. LEVEIGNEUR MICHAEL
L  ADJOINT AU CHEF D ETABLISSEMENT : M. BELLEVILLE NICOLAS";
﻿Haute-Savoie;ALBANAIS ANNECIEN;0740105M;Privé sous-contrat;COLLEGE PRIVE LA SALLE ANNECY LE VIEUX;7 chemin du Bray ;ANNECY LE VIEUX         ;;74940;ANNECY;0450234613;0450661365;ce.0740105M@ac-grenoble.fr;http://www.lasalle-annecy.com;"LE DIRECTEUR : MME SALVISBERG HELENE
LE DIRECTEUR ADJOINT : MME DANIELSOPHIE DANIELSOPHIE";
Haute-Savoie;ALBANAIS ANNECIEN;0740083N;Privé sous-contrat;COLLEGE PRIVE LES TILLEULS;11 avenue de Thones ;;;74000;ANNECY;0450091960;;ce.0740083N@ac-grenoble.fr;http://les-tilleuls.org/;"LE DIRECTEUR : MME MARCHAL-THILLOU ESTELLE
LE DIRECTEUR ADJOINT : MME SEMERDHIEVA FIMIYA";
Haute-Savoie;ALBANAIS ANNECIEN;0740106N;Privé sous-contrat;COLLEGE PRIVE SAINT FRANCOIS LES CORDELIERS;3 boulevard Costa de Beauregard ;SEYNOD                  ;;74600;ANNECY;0450450792;;ce.0740106N@ac-grenoble.fr;http://www.stfrancois-lescordeliers.com/;"LE DIRECTEUR : MME BACCARD ELODIE
LE DIRECTEUR ADJOINT : MME PICOT MAGALIE";
Haute-Savoie;ALBANAIS ANNECIEN;0741278M;Privé sous-contrat;COLLEGE PRIVE SAINT MICHEL;27 faubourg des Balmettes ;;BP257;74007;ANNECY;0450450520;0450455287;Ce.0741278M@ac-grenoble.fr;http://www.st-michel.fr;"LE DIRECTEUR : M. JOBY VIVIEN
LE DIRECTEUR ADJOINT : MME ESTRANGIN EMMANUELLE";
Haute-Savoie;ALBANAIS ANNECIEN;0741789T;Privé hors-contrat;ECOLE 2D DEGRE PROF.PRIVEE SILVYA TERRADE;21 avenue Des hirondelles ;;;74940;ANNECY;0458020145;;ce.0741789T@ac-grenoble.fr;;LE DIRECTEUR : MME PETER ELENA;
Haute-Savoie;ALBANAIS ANNECIEN;0741410F;Privé hors-contrat;ECOLE PROFESSIONNELLE PRIVEE IPSO CAMPUS;2 route DE NANFRAY ;CRAN GEVRIER            ;;74960;ANNECY;0450515912;;ce.0741410F@ac-grenoble.fr;http://www.ipso-campus.com;LE DIRECTEUR : M. PRETTO PIERRE-OLIVIER;
Haute-Savoie;ALBANAIS ANNECIEN;0741777E;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE ECOLE BILINGUE INTERNATIONALE;3 rue du bulloz ;Parc des Glaisins       ;;74940;ANNECY;0450023953;;ce.0741777E@ac-grenoble.fr;;LE DIRECTEUR : MME MONDONGOU MATHILDE;
﻿Haute-Savoie;;0741836U;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE LA FORET DES LUCIOLES;2 place du mont Lachat ;;;74000;ANNECY;0779031282;;ce.0741836U@ac-grenoble.fr;;LE PRINCIPAL : MME OLHASQUE SYNTHIA;
Haute-Savoie;ALBANAIS ANNECIEN;0741784M;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE LA VERTU;48 chemin de la prairie ;;;74940;ANNECY;0954759763;;ce.0741784M@ac-grenoble.fr;;LE DIRECTEUR : MME UYAR MÉDINE;
Haute-Savoie;ALBANAIS ANNECIEN;0741590B;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE MAISON SAINT BENOIT;7 rue DU PRE DE LA FONTAINE ;SEYNOD                  ;;74600;ANNECY;0450058514;0450058527;ce.0741590B@ac-grenoble.fr;;LE DIRECTEUR : MME HERRERO ELODIE;
Haute-Savoie;ALBANAIS ANNECIEN;0741780H;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE MON ECOLE EXTRAORDINAIRE;2 rue DU PRE DE LA DANSE ;;;74940;ANNECY;0602461551;;ce.0741780H@ac-grenoble.fr;http://www.ecole-meeo.com;LE DIRECTEUR : MME SANTI ELISABETH;
Haute-Savoie;ALBANAIS ANNECIEN;0741753D;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE SAINTE CECILE;8 rue Blaise Pascal ;;;74000;ANNECY;0662818978;;ce.0741753D@ac-grenoble.fr;https://www.collegesaintephilomene.com/;LE DIRECTEUR : MME BOUDET SIBYLLE;
Haute-Savoie;ALBANAIS ANNECIEN;0741164N;Public;LP LYCEE DES METIERS TOM MOREL;1 A avenue du capitaine Anjot ;CRAN-GEVRIER            ;BP26;74960;ANNECY;0450521290;0450772695;ce.0741164N@ac-grenoble.fr;https://tommorel.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. LARRIEU STEPHANE
LE PROVISEUR ADJOINT : MME MAUBOURGUET SYLVIE
LE GESTIONNAIRE : M. JORAND ALAIN
L AGENT COMPTABLE : M. GONZALEZ DIDIER";
Haute-Savoie;ALBANAIS ANNECIEN;0740003B;Public;LYCEE GENERAL CLAUDE LOUIS BERTHOLLET;9 boulevard du Lycée ;;BP316;74008;ANNECY;0450513864;0450456182;ce.0740003B@ac-grenoble.fr;https://lycee-berthollet-annecy.web.ac-grenoble.fr/;"LE PROVISEUR : MME GUAY DOMINIQUE
LE PROVISEUR ADJOINT : MME RASSAT CRISTINA
LE GESTIONNAIRE : M. BERGERET ALAIN
L AGENT COMPTABLE : M. MUGNIER YVES
L  ADJOINT AU CHEF D ETABLISSEMENT : M. CORDIER JULIEN";
﻿Haute-Savoie;ALBANAIS ANNECIEN;0740082M;Privé sous-contrat;LYCEE GENERAL ET TECHNOL PR SAINT MICHEL;27 faubourg des Balmettes ;;BP257;74007;ANNECY;0450450520;0450455287;Ce.0740082M@ac-grenoble.fr;http://www.st-michel.fr;"LE DIRECTEUR : M. JOBY VIVIEN
LE DIRECTEUR ADJOINT : MME ESTRANGIN EMMANUELLE
L  ADJOINT AU CHEF D ETABLISSEMENT : M. PASQUIER JEAN-LUC";
Haute-Savoie;ALBANAIS ANNECIEN;0741418P;Public;LYCEE GENERAL ET TECHNOLOGIQUE CHARLES BAUDELAIRE;9 avenue DU CAPITAINE ANJOT ;CRAN-GEVRIER            ;BP371;74012;ANNECY;0450690770;0450520676;ce.0741418P@ac-grenoble.fr;https://charles-baudelaire.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. VERNET LIONEL
LE PROVISEUR ADJOINT : MME COSTES AMANDINE
LE GESTIONNAIRE : M. GONZALEZ DIDIER
L AGENT COMPTABLE : M. GONZALEZ DIDIER";
Haute-Savoie;ALBANAIS ANNECIEN;0740005D;Public;LYCEE GENERAL ET TECHNOLOGIQUE GABRIEL FAURE;2 avenue DU RHONE ;;BP313;74008;ANNECY;0450452038;0450455995;ce.0740005D@ac-grenoble.fr;http://www.ac-grenoble.fr/lycee/faure.annecy/;"LE PROVISEUR : MME DELEURENCE CATHERINE
LE PROVISEUR ADJOINT : M. COMBAZ BRUNO
LE GESTIONNAIRE : M. MUGNIER YVES
L AGENT COMPTABLE : M. MUGNIER YVES
L  ADJOINT AU CHEF D ETABLISSEMENT : M. COLLET MATTHIEU";
Haute-Savoie;ALBANAIS ANNECIEN;0741101V;Privé sous-contrat;LYCEE POLYVALENT PRIVE LES BRESSIS;85 route Des Creuses ;SEYNOD                  ;;74600;ANNECY;0450520122;;ce.0741101V@ac-grenoble.fr;http://www.lycee-prive-bressis.fr;"LE DIRECTEUR : M. LAPAJ GREGORY
LE DIRECTEUR ADJOINT : MME PARIS LAURENCE";
Haute-Savoie;ALBANAIS ANNECIEN;0740062R;Public;LYCEE PROFESSIONNEL AMEDEE GORDINI;31 route De Sacconges ;SEYNOD                  ;;74600;ANNECY;0450454323;;ce.0740062R@ac-grenoble.fr;https://amedee-gordini.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : MME BOUGET LAURENCE
LE GESTIONNAIRE : MME BARDONE CLAUDINE
L AGENT COMPTABLE : M. GONZALEZ DIDIER";
Haute-Savoie;ALBANAIS ANNECIEN;0740054G;Public;LYCEE PROFESSIONNEL GERMAIN SOMMEILLER;4 bis boulevard TAINE ;;;74000;ANNECY;0450339000;0450339010;ce.0740054G@ac-grenoble.fr;http://germain-sommeiller.elycee.rhonealpes.fr;"LE PROVISEUR : M. FRIAUD FRANCOIS
LE PROVISEUR ADJOINT : MME BOUYA KHADIJA
LE GESTIONNAIRE : MME LEMERCIER CORINNE
L AGENT COMPTABLE : M. MUGNIER YVES";
Haute-Savoie;ALBANAIS ANNECIEN;0740948D;Public;SEGPA CLG EVIRE;9 rue MARTYRS DE LA DEPORTATION ;;BP339;74000;ANNECY;0450237606;0450232138;ce.0740948D@ac-grenoble.fr;;"LE PRINCIPAL : MME BUER PATRICIA
LE PRINCIPAL ADJOINT : MME COLINET DUBREUIL MAGALI
LE GESTIONNAIRE : MME BERNO PATRICIA
L AGENT COMPTABLE : MME BEAUCAIRE LAURENCE";
﻿Haute-Savoie;ALBANAIS ANNECIEN;0741118N;Public;SEGPA CLG LE SEMNOZ;16 avenue JEAN CLERC ;SEYNOD                  ;;74600;ANNECY;0450691338;0450522888;ce.0741118N@ac-grenoble.fr;http://www.ac-grenoble.fr/college/le-semnoz.seynod/;"LE PRINCIPAL : MME HAUTECOUVERTURE MARYLINE
LE PRINCIPAL ADJOINT : M. FOLLETETE OLIVIER
LE GESTIONNAIRE : MME BATH SANDRA
L AGENT COMPTABLE : M. GONZALEZ DIDIER";
Haute-Savoie;ALBANAIS ANNECIEN;0741528J;Privé sous-contrat;SEGPA PRIVEE CLG LA SALLE;190 chemin DE GRAFENBERG ;PRINGY                  ;;74370;ANNECY;0450272014;0450273134;coprisal@edres74.cur-archamps.fr;http://www..lasalle-pringy.com;LE DIRECTEUR : M. MARION JEAN PIERRE;
Haute-Savoie;GENEVOIS HAUT SAVOYARD;0741165P;Public;COLLEGE MICHEL SERVET;2 bis avenue Jules Ferry ;;BP187;74102;ANNEMASSE;0450921035;0450928860;ce.0741165P@ac-grenoble.fr;https://college-michel-servet-annemasse.web.ac-grenoble.fr/;"LE PRINCIPAL : M. JACQUOT THOMAS
LE PRINCIPAL ADJOINT : MME VIGNEAU SYLVIE
LE GESTIONNAIRE : MME DERUMEZ NATHALIE
L AGENT COMPTABLE : M. BEATRIX OLIVIER
L  ADJOINT AU CHEF D ETABLISSEMENT : MME PERRIERE COLLOUD FLORENCE";
Haute-Savoie;GENEVOIS HAUT SAVOYARD;0741709F;Privé hors-contrat;ECOLE TECHNIQUE PRIVEE SILVYA TERRADE;3 rue du parc ;;;74100;ANNEMASSE;0457620007;;ce.0741709F@ac-grenoble.fr;https://www.groupe-terrade.com/fr/les-ecoles/annemasse;LE DIRECTEUR : MME PETER ELENA;
Haute-Savoie;GENEVOIS HAUT SAVOYARD;0740009H;Public;LYCEE POLYVALENT DES GLIERES;2 A avenue de Verdun ;;BP527;74100;ANNEMASSE;0450439320;0450439331;ce.0740009H@ac-grenoble.fr;http://www.ac-grenoble.fr/lycee/glieres.annemasse;"LE PROVISEUR : M. BURGUN STEPHANE
LE PROVISEUR ADJOINT : MME DESSOLIN SOPHIE
LE GESTIONNAIRE : M. BEATRIX OLIVIER
L AGENT COMPTABLE : M. BEATRIX OLIVIER";
Haute-Savoie;GENEVOIS HAUT SAVOYARD;0741476C;Public;LYCEE POLYVALENT JEAN MONNET;1 place De Lattre De Tassigny ;VETRAZ MONTHOUX         ;BP241;74100;ANNEMASSE;0450871836;0450871297;ce.0741476C@ac-grenoble.fr;http://jean-monnet-annemasse.elycee.rhonealpes.fr ;"LE PROVISEUR : M. VIGNEAU CHRISTOPHE
LE PROVISEUR ADJOINT : M. CHAFFARD PHILIPPE
LE GESTIONNAIRE : M. NAVEL MATHIEU
L AGENT COMPTABLE : M. NAVEL MATHIEU
L  ADJOINT AU CHEF D ETABLISSEMENT : MME DELANCHY MARIE BENEDICTE";
Haute-Savoie;ALBANAIS ANNECIEN;0740006E;Public;LPO LYCEE DES METIERS LOUIS LACHENAL;335 route DE CHAMP FARCON ;;;74370;ARGONAY;0450272096;0450273221;ce.0740006E@ac-grenoble.fr;http://www.lycee-louis-lachenal.fr/;"LE PROVISEUR : M. BIETRIX GILLES
LE PROVISEUR ADJOINT : MME HUART NADEGE
LE GESTIONNAIRE : MME BEAUCAIRE LAURENCE
L AGENT COMPTABLE : MME BEAUCAIRE LAURENCE
L  ADJOINT AU CHEF D ETABLISSEMENT : M. MICHEL SEBASTIEN";
﻿Haute-Savoie;CHABLAIS;0740109S;Privé sous-contrat;COLLEGE PRIVE NOTRE DAME;149 route DE THONON ;;;74470;BELLEVAUX;0450737024;;ce.0740109S@ac-grenoble.fr;http://college-ecole-notre-dame-bellevaux.fr;"LE DIRECTEUR : M. BATARD WILLY
LE DIRECTEUR ADJOINT : MME MEYNET PATRICIA";
Haute-Savoie;GENEVOIS HAUT SAVOYARD;0740048A;Public;COLLEGE JEAN MARIE MOLLIET;342 rue du Collège ;;BP1;74420;BOEGE;0450391188;0450390790;ce.0740048A@ac-grenoble.fr;http://www.ac-grenoble.fr/college/molliet.boege;"LE PRINCIPAL : M. CHOLLEY VINCENT
LE GESTIONNAIRE : MME MARMOUX SEVERINE
L AGENT COMPTABLE : M. NAVEL MATHIEU";
Haute-Savoie;PAYS DU MONT BLANC;0740157U;Public;COLLEGE SAMIVEL;247 avenue DU COTEAU ;;;74130;BONNEVILLE;0450972583;0450257397;ce.0740157U@ac-grenoble.fr;https://0740157u.index-education.net/pronote/pageetablissement.html;"LE PRINCIPAL : MME PARET ELISA
LE PRINCIPAL ADJOINT : MME DUWAT CHRISTELLE
LE GESTIONNAIRE : MME DEBBACHE LINDA
L AGENT COMPTABLE : M. ROUSSEL GILLES";
Haute-Savoie;PAYS DU MONT BLANC;0740013M;Public;LYCEE POLYVALENT GUILLAUME FICHET;219 rue DE PRESSY ;;CS40015;74131;BONNEVILLE;0450972062;0450972489;ce.0740013M@ac-grenoble.fr;http://guillaume-fichet.elycee.rhonealpes.fr;"LE PROVISEUR : M. PIAT PATRICE
LE PROVISEUR ADJOINT : MME HENOCH GAELLE
LE GESTIONNAIRE : M. ROUSSEL GILLES
L AGENT COMPTABLE : M. ROUSSEL GILLES";
Haute-Savoie;PAYS DU MONT BLANC;0740014N;Public;LYCEE PROFESSIONNEL HOTELIER FRANCOIS BISE;86 rue D' ASNIERES ;;BP152;74136;BONNEVILLE;0450972259;0450256708;ce.0740014N@ac-grenoble.fr;https://www.lycee-hotelier-bonneville.fr/;"LE PROVISEUR : M. LAPIERRE FRANCOIS
LE GESTIONNAIRE : MME BONNET SANDRINE
L AGENT COMPTABLE : M. ROUSSEL GILLES";
Haute-Savoie;CHABLAIS;0740015P;Public;COLLEGE FRANCOIS MUGNIER;260 avenue DES ROMAINS ;;;74890;BONS-EN-CHABLAIS;0450361019;0450394399;ce.0740015P@ac-grenoble.fr;https://francoismugnier-bonsenchablais.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : MME CALAMY JULIE
LE PRINCIPAL ADJOINT : MME BANGE ARIANE
LE GESTIONNAIRE : M. LIRIA ARNAUD
L AGENT COMPTABLE : MME DUFOUR CLAIRE";
Haute-Savoie;PAYS DU MONT BLANC;0741116L;Public;COLLEGE ROGER FRISON ROCHE;106 promenade Du fori ;;;74400;CHAMONIX-MONT-BLANC;0450531516;0450536288;ce.0741116L@ac-grenoble.fr;https://chamonix.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. PIROUD CYPRIEN
LE PRINCIPAL ADJOINT : MME MAINETTI CAROLINE
LE GESTIONNAIRE : MME FRANCILLON ANNE-LISE";
﻿Haute-Savoie;PAYS DU MONT BLANC;0740110T;Privé sous-contrat;COLLEGE PRIVE JEANNE D'ARC;397 promenade MARIE PARADIS ;;;74400;CHAMONIX-MONT-BLANC;0450530855;0450536367;Ce.0740110T@ac-grenoble.fr;http://www.jeannedarc-chamonix.fr;LE DIRECTEUR : M. MORAND GREGORY;
Haute-Savoie;PAYS DU MONT BLANC;0741669M;Public;LYCEE POLYVALENT ROGER FRISON ROCHE;106 promenade du Fori ;;;74400;CHAMONIX-MONT-BLANC;0450531516;0450536288;ce.0741669M@ac-grenoble.fr;https://chamonix.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. PIROUD CYPRIEN
LE PROVISEUR ADJOINT : MME MAINETTI CAROLINE
LE GESTIONNAIRE : MME FRANCILLON ANNE-LISE";
Haute-Savoie;ALBANAIS ANNECIEN;0741689J;Privé sous-contrat;INSTITUT AGRICOLE PRIVE ISETA - CHAVANOD;93 route du cret d'esty ;;;74650;CHAVANOD;0450522405;0450691067;contact@poisy.org;;LE DIRECTEUR : M. VANDENBROUCKE VINCENT;
Haute-Savoie;ALBANAIS ANNECIEN;0741285V;Privé sous-contrat;LYCEE PROFESSIONNEL PRIVE ISETA-ECA;97 impasse du Crêt d'Esty ;;;74650;CHAVANOD;0450233166;0450236724;ce.0741285V@ac-grenoble.fr;http://www.lycee-eca.fr;"LE DIRECTEUR : M. VANDENBROUCKE VINCENT
LE DIRECTEUR ADJOINT : MME PERROTIN ELISABETH";
Haute-Savoie;PAYS DU MONT BLANC;0740911N;Public;COLLEGE G ANTHONIOZ DE GAULLE;1 avenue GEORGES CLEMENCEAU ;;BP116;74302;CLUSES;0450184920;0450891354;ce.0740911N@ac-grenoble.fr;https://ganthoniozdegaulle-cluses.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : MME GUICHEBARON SOPHIE
LE PRINCIPAL ADJOINT : MME PILLET STEPHANIE
LE GESTIONNAIRE : MME DUCHATEAU CORINNE";
Haute-Savoie;PAYS DU MONT BLANC;0740112V;Privé sous-contrat;COLLEGE PRIVE SAINT JEAN BOSCO;11 rue Marcellin Berthelot ;;CS40176;74300;CLUSES;0450983306;0450986573;ce.0740112V@ac-grenoble.fr;https://www.college-sjbosco.fr/;"LE DIRECTEUR : M. BONNAURE JEAN-CHRISTOPHE
LE DIRECTEUR ADJOINT : MME DUBOURGEAL BETTY";
Haute-Savoie;PAYS DU MONT BLANC;0740017S;Public;LPO LYCEE DES METIERS CHARLES PONCET;1 avenue CHARLES PONCET ;;BP109;74302;CLUSES;0450893620;0450986589;ce.0740017S@ac-grenoble.fr;https://charles-poncet.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. BECHET MARCEL
LE PROVISEUR ADJOINT : MME VAUCELLE ANNE
LE GESTIONNAIRE : MME BERCHET LEONIE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME BARBIRATI DELPHINE";
